seguros_id,FECHAFK,RAMO,SEGMENTO_RAMO,COMPANIA_ORIGINA,COMPANIA,M_SINIESTROS_INCURRIDOS,M_PRIMAS_DEVENGADAS,M_PRIMAS_EMITIDAS,M_RESULTADO_TECNICO,M_GASTOS_ADMINISTRATIVOS_Y_DE
7526,20210101,Sustracción,Seguros Comerciales,CHUBB,CHUBB,-18.106,676.575,398.214,66.495,261.74
7527,20210101,Terremoto,Seguros Comerciales,CHUBB,CHUBB,5159.941,3692.962,3542.874,-2800.835,33.99
7528,20210201,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,135.094,805.256,2488.711,325.977,48.662
7529,20210201,Automoviles,Seguros Comerciales,CHUBB,CHUBB,-264.544,182.986,59.46,34790.941,8347.916
7530,20210201,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,20.043,128.578,132.532,70.095,1.548
7531,20210201,Sustracción,Seguros Comerciales,CHUBB,CHUBB,131.48,741.724,531.228,-121.115,291.588
7532,20210201,Transporte,Seguros Comerciales,CHUBB,CHUBB,481.405,3225.883,4098.548,1361.994,639.677
7533,20210201,Terremoto,Seguros Comerciales,CHUBB,CHUBB,1743.288,-181.351,5575.549,-3434.734,3.06
7534,20210201,Manejo,Seguros Comerciales,CHUBB,CHUBB,625.594,839.604,415.042,-460.396,70.35
7535,20210201,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,24.364,94.268,2435.717,-11.589,784.678
7536,20210201,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,170.692,1360.442,4011.111,630.895,213.592
7537,20210201,Hogar,Seguros Comerciales,CHUBB,CHUBB,206.452,1349.704,751.3,194.629,382.923
7538,20210201,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,2442.242,10087.501,9634.964,3349.028,2073.939
7539,20210201,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,4947.732,24613.518,38055.613,150429.549,738295.826
7540,20210201,Incendio,Seguros Comerciales,CHUBB,CHUBB,-768.378,5978.923,7921.449,-748.396,2789.463
7541,20210301,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,119.715,619.446,255.152,364.525,41.271
7542,20210301,Transporte,Seguros Comerciales,CHUBB,CHUBB,1239.529,3140.252,3922.136,416.306,625.24
7543,20210301,Automoviles,Seguros Comerciales,CHUBB,CHUBB,211.858,198.636,123.281,-10998.671,7656.772
7544,20210301,Hogar,Seguros Comerciales,CHUBB,CHUBB,698.507,1676.073,3625.514,-183.714,359.316
7545,20210301,Manejo,Seguros Comerciales,CHUBB,CHUBB,-41.201,1309.129,345.534,582.338,67.206
7546,20210301,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,-11.147,1572.101,2006.914,957.235,174.052
7547,20210301,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,181.327,128.125,64.246,-233.366,152.505
7548,20210301,Sustracción,Seguros Comerciales,CHUBB,CHUBB,-103.93,805.983,564.532,226.439,258.583
7549,20210301,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,2791.782,10541.83,9180.879,3139.934,1674.725
7550,20210301,Incendio,Seguros Comerciales,CHUBB,CHUBB,4635.824,4738.537,5899.552,-1360.44,-1155.682
7551,20210301,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,10560.976,23124.956,36727.108,-275082.39,673622.353
7552,20210301,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-26.702,92.575,5842.336,780.154,734.484
7553,20210301,Terremoto,Seguros Comerciales,CHUBB,CHUBB,865.415,-1697.73,4897.034,-7330.246,3727.955
7554,20210401,Automoviles,Seguros Comerciales,CHUBB,CHUBB,-75.86,193.72,158.431,15440.58,8832.214
7555,20210401,Transporte,Seguros Comerciales,CHUBB,CHUBB,1810.811,3025.858,2662.878,326.342,712.542
7556,20210401,Incendio,Seguros Comerciales,CHUBB,CHUBB,6219.582,4761.322,5513.079,-9266.292,4661.794
7557,20210401,Sustracción,Seguros Comerciales,CHUBB,CHUBB,-31.775,1017.451,1494.571,98.659,290.23
7558,20210401,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,7383.486,11223.194,12107.659,-1836.629,2340.466
7559,20210401,Hogar,Seguros Comerciales,CHUBB,CHUBB,152.416,1479.788,952.072,276.629,373.003
7560,20210401,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,87.495,115.384,52.277,159.231,-149.063
7561,20210401,Terremoto,Seguros Comerciales,CHUBB,CHUBB,11895.946,8657.018,2298.039,-2549.164,-1818.722
7562,20210401,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,166.033,1154.752,750.898,450.852,226.687
7563,20210401,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,28174.479,33166.817,31000.73,-870539.114,762071.587
7564,20210401,Manejo,Seguros Comerciales,CHUBB,CHUBB,60.066,813.589,1213.657,611.662,69.776
7565,20210401,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-0.049,115.321,3154.044,52.642,777.437
7566,20210401,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,543.903,609.421,643.124,-600.66,48.244
7567,20210501,Manejo,Seguros Comerciales,CHUBB,CHUBB,111.338,914.838,555.86,808.224,57.093
7568,20210501,Transporte,Seguros Comerciales,CHUBB,CHUBB,1599.068,3112.045,3554.0,99.529,672.37
7569,20210501,Terremoto,Seguros Comerciales,CHUBB,CHUBB,1543.009,-1015.629,7629.966,-4384.649,538.767
7570,20210501,Incendio,Seguros Comerciales,CHUBB,CHUBB,4323.145,5358.094,7333.357,-5585.14,2252.135
7571,20210501,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,52.711,191.504,380.726,35.39,1.115
7572,20210501,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,68.957,109.395,3085.454,113.787,795.438
7573,20210501,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,1991.602,11246.847,8749.935,4543.404,2154.212
7574,20210501,Hogar,Seguros Comerciales,CHUBB,CHUBB,595.049,2223.861,1658.206,-177.494,368.328
7575,20210501,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,13748.374,25673.598,36206.365,-983903.986,746284.034
7576,20210501,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,130.713,1023.556,1250.753,344.675,43.241
7577,20210501,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,3006.018,1357.966,1198.47,-2195.047,220.757
7578,20210501,Sustracción,Seguros Comerciales,CHUBB,CHUBB,40.527,872.382,656.199,48.122,281.606
7579,20210501,Automoviles,Seguros Comerciales,CHUBB,CHUBB,286.235,278.739,153.44,-11048.871,7777.914
7580,20210601,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,-2090.038,1447.665,871.965,2688.332,170.693
7581,20210601,Transporte,Seguros Comerciales,CHUBB,CHUBB,1249.039,2840.471,3027.796,362.671,587.598
7582,20210601,Terremoto,Seguros Comerciales,CHUBB,CHUBB,1731.474,-117.048,3465.609,-3502.649,465.601
7583,20210601,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,4.922,600.832,238.149,424.871,50.618
7584,20210601,Incendio,Seguros Comerciales,CHUBB,CHUBB,6820.386,3483.079,4831.944,-9204.541,2005.707
7585,20210601,Hogar,Seguros Comerciales,CHUBB,CHUBB,1001.576,1995.751,1378.673,-571.314,306.906
7586,20210601,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,4179.874,10993.339,11725.837,2126.373,1791.196
7587,20210601,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,48.402,84.172,3473.394,124.872,758.898
7588,20210601,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,-37.248,158.586,341.621,85.51,3.298
7589,20210601,Automoviles,Seguros Comerciales,CHUBB,CHUBB,279.495,217.862,167.888,-15543.494,6919.696
7590,20210601,Manejo,Seguros Comerciales,CHUBB,CHUBB,-55.999,892.639,865.697,518.567,75.637
7591,20210601,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,13244.531,23878.724,33071.721,846337.638,652122.612
7592,20210601,Sustracción,Seguros Comerciales,CHUBB,CHUBB,112.649,1281.374,2683.148,-194.203,235.875
7593,20210701,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,12.439,76.259,6703.884,1517.063,907.497
7594,20210701,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,9020.778,39906.932,38577.885,-410624.935,769045.302
7595,20210701,Terremoto,Seguros Comerciales,CHUBB,CHUBB,6456.006,14088.767,3028.673,5364.805,494.577
7596,20210701,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,1676.514,12702.845,12278.536,5141.207,2202.489
7597,20210701,Automoviles,Seguros Comerciales,CHUBB,CHUBB,120.415,258.738,153.078,3197.125,8064.328
7598,20210701,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,11.557,120.504,26.099,90.304,1.399
7599,20210701,Hogar,Seguros Comerciales,CHUBB,CHUBB,486.644,2125.816,1556.545,-77.0,367.486
7600,20210701,Transporte,Seguros Comerciales,CHUBB,CHUBB,1766.43,3019.042,3548.995,-132.093,736.215
7601,20210701,Incendio,Seguros Comerciales,CHUBB,CHUBB,-2025.478,4018.111,7625.466,-1343.508,2246.898
7602,20210701,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,263.223,708.371,745.215,272.308,50.816
7603,20210701,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,-100.172,1013.77,836.59,406.634,238.095
7604,20210701,Sustracción,Seguros Comerciales,CHUBB,CHUBB,196.514,990.439,1168.846,-36.223,295.37
7605,20210701,Manejo,Seguros Comerciales,CHUBB,CHUBB,158.479,784.271,905.956,416.816,68.969
7606,20210801,Hogar,Seguros Comerciales,CHUBB,CHUBB,783.107,2275.085,1898.216,-188.631,445.787
7607,20210801,Transporte,Seguros Comerciales,CHUBB,CHUBB,531.929,3856.2,3680.23,1481.392,862.281
7608,20210801,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,-304.5,2116.272,5704.538,1466.249,278.266
7609,20210801,Manejo,Seguros Comerciales,CHUBB,CHUBB,-334.548,1232.414,1577.646,866.437,94.487
7610,20210801,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-53.425,105.103,3285.371,-208.34,1326.705
7611,20210801,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,50.901,151.036,224.333,48.173,1.95
7612,20210801,Terremoto,Seguros Comerciales,CHUBB,CHUBB,40.952,2833.962,6448.414,3796.081,650.285
7613,20210801,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,3303.448,32699.413,55302.057,593022.45748,-4901542.61037
7614,20210801,Incendio,Seguros Comerciales,CHUBB,CHUBB,-1533.432,5841.493,18103.969,3535.902,2967.854
7615,20210801,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,562.879,812.518,872.274,-63.477,64.912
7616,20210801,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,3251.685,12097.819,11927.135,2601.003,2643.979
7617,20210801,Automoviles,Seguros Comerciales,CHUBB,CHUBB,247.748,195.506,148.879,-12324.50678,-53756.89333
7618,20210801,Sustracción,Seguros Comerciales,CHUBB,CHUBB,60.15,1182.004,1431.053,-6.814,363.493
7619,20210901,Manejo,Seguros Comerciales,CHUBB,CHUBB,134.562,844.751,427.735,405.469,59.38
7620,20210901,Terremoto,Seguros Comerciales,CHUBB,CHUBB,32.003,1778.563,3821.836,18.101,458.699
7621,20210901,Hogar,Seguros Comerciales,CHUBB,CHUBB,878.441,2197.849,1915.111,-453.146,316.311
7622,20210901,Incendio,Seguros Comerciales,CHUBB,CHUBB,1860.771,7472.233,2264.886,-1986.993,2023.181
7623,20210901,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,12144.121,30194.843,31444.445,-914.5919300000006,6650.121559999995
7624,20210901,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-71.547,91.358,4552.06,475.914,781.385
7625,20210901,Transporte,Seguros Comerciales,CHUBB,CHUBB,893.247,2746.573,2835.358,472.299,645.775
7626,20210901,Automoviles,Seguros Comerciales,CHUBB,CHUBB,170.446,220.338,300.682,-80.57263,82.63103999999993
7627,20210901,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,2490.421,1201.024,1246.538,-1774.275,183.517
7628,20210901,Sustracción,Seguros Comerciales,CHUBB,CHUBB,226.663,1286.322,1924.483,-89.794,242.581
7629,20210901,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,-26.469,114.254,25.958,139.365,1.703
7630,20210901,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,5244.054,11470.349,11438.904,1659.703,1811.436
7631,20210901,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,311.529,771.229,690.894,299.338,43.523
7632,20211001,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,11700.443,27412.879,38048.39,-6281.53326,8516.433219999999
7633,20211001,Incendio,Seguros Comerciales,CHUBB,CHUBB,-270.978,4359.973,8626.297,-5007.634,2642.951
7634,20211001,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,714.525,1611.076,1928.057,289.66,245.029
7635,20211001,Automoviles,Seguros Comerciales,CHUBB,CHUBB,224.906,172.253,157.142,-173.33482999999998,95.18675
7636,20211001,Sustracción,Seguros Comerciales,CHUBB,CHUBB,-100.006,1249.608,1356.19,249.446,331.777
7637,20211001,Manejo,Seguros Comerciales,CHUBB,CHUBB,478.281,766.364,415.651,-607.222,80.14
7638,20211001,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,30.753,175.897,249.001,63.84,2.385
7639,20211001,Transporte,Seguros Comerciales,CHUBB,CHUBB,1775.056,3078.085,2919.198,-271.937,756.741
7640,20211001,Terremoto,Seguros Comerciales,CHUBB,CHUBB,-427.91,1520.841,4337.728,700.246,580.668
7641,20211001,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,8261.054,12531.784,12593.742,-1519.94,2368.414
7642,20211001,Hogar,Seguros Comerciales,CHUBB,CHUBB,534.305,1467.535,1565.408,-265.135,414.621
7643,20211001,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-129.82,101.508,3988.145,555.364,945.099
7644,20211001,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,610.278,377.955,-88.17,-294.887,53.422
7645,20211101,Automoviles,Seguros Comerciales,CHUBB,CHUBB,767.418,11.428,0.0,-848.2033600000001,91.65579000000004
7646,20211101,Sustracción,Seguros Comerciales,CHUBB,CHUBB,39.575,1340.727,1190.598,206.367,312.895
7647,20211101,Manejo,Seguros Comerciales,CHUBB,CHUBB,581.973,1151.147,655.011,-237.456,80.146
7648,20211101,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,671.252,573.97,176.968,-221.001,52.928
7649,20211101,Terremoto,Seguros Comerciales,CHUBB,CHUBB,175.021,1605.828,2731.106,195.909,537.175
7650,20211101,Incendio,Seguros Comerciales,CHUBB,CHUBB,2480.954,3309.474,4866.364,-4028.209,2532.106
7651,20211101,Transporte,Seguros Comerciales,CHUBB,CHUBB,1786.735,2532.263,3074.86,-745.631,743.524
7652,20211101,Hogar,Seguros Comerciales,CHUBB,CHUBB,278.332,1033.131,1390.892,-165.751,393.297
7653,20211101,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,6405.469,12815.393,16464.8,-8.672,2284.635
7654,20211101,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,14610.106,26346.358,37941.394,-6445.10349,8519.566810000002
7655,20211101,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,-36.864,134.912,10.128,155.068,1.831
7656,20211101,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,62.744,69.558,2698.68,-544.164,1253.085
7657,20211101,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,1397.497,1768.529,4681.987,-203.359,236.29
7658,20211201,Responsabilidad Civil,Seguros Comerciales,CHUBB,CHUBB,46064.981,12959.069,17203.394,-910.577,3255.685
7659,20211201,Sustracción,Seguros Comerciales,CHUBB,CHUBB,-49.664,2039.422,4283.64,97.999,445.746
7660,20211201,Manejo,Seguros Comerciales,CHUBB,CHUBB,811.509,838.529,956.686,-556.527,114.426
7661,20211201,Cumplimiento,Seguros Comerciales,CHUBB,CHUBB,-73.702,173.827,8858.368,1009.924,1279.404
7662,20211201,Transporte,Seguros Comerciales,CHUBB,CHUBB,1587.862,3311.52,4468.265,-32.296,997.442
7663,20211201,Hogar,Seguros Comerciales,CHUBB,CHUBB,453.603,1932.275,2115.755,114.914,688.327
7664,20211201,Total ramos de daños,Seguros Comerciales,CHUBB,CHUBB,37073.481,32729.477,69626.355,13039.101219999999,12151.452150000006
7665,20211201,Terremoto,Seguros Comerciales,CHUBB,CHUBB,-20000.276,3487.51,8372.129,22114.297,974.644
7666,20211201,Todo riesgo contratista,Seguros Comerciales,CHUBB,CHUBB,3586.344,1459.868,3828.162,-2747.837,331.936
7667,20211201,Corriente débil,Seguros Comerciales,CHUBB,CHUBB,39.318,183.477,255.449,80.308,2.797
7668,20211201,Incendio,Seguros Comerciales,CHUBB,CHUBB,4056.408,5535.382,18173.944,-5800.46,3831.408
7669,20211201,Montaje y rotura de maquinaria,Seguros Comerciales,CHUBB,CHUBB,510.799,796.506,1107.057,-106.073,80.125
7670,20211201,Automoviles,Seguros Comerciales,CHUBB,CHUBB,86.299,12.092,3.507,-224.5715399999998,149.5103899999999
7671,20181101,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1519.196,12209.963,9119.684,232.91,3879.71
7672,20181101,Desempleo,Seguros Comerciales,CARDIF,CARDIF,5094.351,24898.704,17107.883,-2636.536,6292.784
7673,20181101,Automoviles,Seguros Comerciales,CARDIF,CARDIF,15.02,7.568,12.258,18603.04,513.543
7674,20181101,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6716.635,37116.235,26239.825,-294527.369,-898282.008
7675,20181201,Desempleo,Seguros Comerciales,CARDIF,CARDIF,2665.493,27998.173,16604.815,-22161.833,31169.996
7676,20181201,Automoviles,Seguros Comerciales,CARDIF,CARDIF,9.764,28.438,4.953,2213.698,-431.179
7677,20181201,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,4371.571,41014.37,25941.185,-630080.858,1202451.97
7678,20181201,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1650.451,12987.76,9331.418,15373.166,-10853.566
7679,20190101,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6196.826,39346.31,24150.422,358765.374,672584.496
7680,20190101,Desempleo,Seguros Comerciales,CARDIF,CARDIF,3994.86,27663.807,16383.546,2712.982,3869.634
7681,20190101,Sustracción,Seguros Comerciales,CARDIF,CARDIF,2116.904,11666.297,7759.221,958.407,2842.683
7682,20190101,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-17.355,16.206,7.655,3116.925,10.457
7683,20190201,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1624.805,12546.463,9170.479,2074.023,3101.224
7684,20190201,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6633.713,39603.232,23879.658,467915.168,-537588.728
7685,20190201,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4719.976,27041.338,14698.363,2874.427,3678.632
7686,20190201,Automoviles,Seguros Comerciales,CARDIF,CARDIF,2.219,15.431,10.816,968.466,16.221
7687,20190301,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6296.105,40203.906,24740.025,186127.013,2149209.276
7688,20190301,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1861.584,11987.302,8890.542,641.124,4150.978
7689,20190301,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4406.049,28201.464,15844.166,1479.407,5188.912
7690,20190301,SOAT,Seguros Comerciales,CARDIF,CARDIF,37.477,-242.399,0.0,-278.65,-1.225
7691,20190301,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-9.005,15.14,5.317,1938.868,620.923
7692,20190401,Desempleo,Seguros Comerciales,CARDIF,CARDIF,3877.902,26923.518,15674.152,4736.763,4252.023
7693,20190401,SOAT,Seguros Comerciales,CARDIF,CARDIF,159.207,0.0,0.0,-159.224,0.02
7694,20190401,Automoviles,Seguros Comerciales,CARDIF,CARDIF,27.03,14.507,10.616,-1615.035,176.437
7695,20190401,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,5797.901,39553.515,24780.806,-857662.219,778682.24
7696,20190401,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1733.762,12615.49,9096.037,825.071,3533.016
7697,20190501,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6810.559,43867.304,28442.928,1814893.265,-2678976.448
7698,20190501,Automoviles,Seguros Comerciales,CARDIF,CARDIF,26.575,12.19,1.846,-1615.468,144.294
7699,20190501,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1524.49,12868.378,9628.75,606.554,3835.566
7700,20190501,Desempleo,Seguros Comerciales,CARDIF,CARDIF,5264.73,30986.735,18812.332,3594.823,3920.614
7701,20190501,SOAT,Seguros Comerciales,CARDIF,CARDIF,-5.237,0.0,0.0,0.629,4.587
7702,20190601,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6343.976,45500.765,32528.396,-10004.995,4407021.991
7703,20190601,Automoviles,Seguros Comerciales,CARDIF,CARDIF,31.139,8.72,4.018,-2391.03,78.304
7704,20190601,SOAT,Seguros Comerciales,CARDIF,CARDIF,-792.08,-1017.05,0.0,-719.492,494.519
7705,20190601,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1782.906,13083.009,9636.195,290.829,3612.565
7706,20190601,Desempleo,Seguros Comerciales,CARDIF,CARDIF,5322.012,32409.036,22888.184,352.523,5410.378
7707,20190701,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1454.188,13284.48,9732.776,1885.132,2861.019
7708,20190701,Desempleo,Seguros Comerciales,CARDIF,CARDIF,6086.298,32459.65,22046.478,1757.091,5039.248
7709,20190701,SOAT,Seguros Comerciales,CARDIF,CARDIF,204.928,0.0,0.0,-220.165,15.238
7710,20190701,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,7781.471,45759.384,31800.4,339275.893,792027.091
7711,20190701,Automoviles,Seguros Comerciales,CARDIF,CARDIF,36.057,15.255,21.145,-2929.74,476.552
7712,20190801,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4427.842,34001.625,20776.932,3400.474,5317.96
7713,20190801,Automoviles,Seguros Comerciales,CARDIF,CARDIF,5.154,11.025,7.461,306.863,-1355.921
7714,20190801,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,5979.722,45482.015,30096.296,272702.327,880901.905
7715,20190801,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1414.621,11469.364,9311.905,-549.272,3494.418
7716,20190801,SOAT,Seguros Comerciales,CARDIF,CARDIF,132.104,0.0,0.0,-127.248,-4.853
7717,20190901,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1165.948,12345.576,9552.315,1646.614,3253.266
7718,20190901,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6264.082,44775.41,29267.866,288628.186,902985.188
7719,20190901,Desempleo,Seguros Comerciales,CARDIF,CARDIF,5002.701,32419.965,19709.636,1296.969,5805.889
7720,20190901,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-0.894,9.869,5.914,805.104,1672.852
7721,20190901,SOAT,Seguros Comerciales,CARDIF,CARDIF,96.328,0.0,0.0,-65.353,-30.978
7722,20191001,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4937.179,32508.488,17771.341,3398.369,4145.045
7723,20191001,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1566.68,13674.036,10010.856,1204.618,3108.528
7724,20191001,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-78.853,2.137,1.818,2087.075,-67.713
7725,20191001,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,6946.05,46184.66,27784.016,414852.711,726766.163
7726,20191001,SOAT,Seguros Comerciales,CARDIF,CARDIF,521.044,0.0,0.0,-535.813,14.766
7727,20191101,Hogar,Seguros Comerciales,CARDIF,CARDIF,2.581,83.126,293.452,-120.226,130.523
7728,20191101,Automoviles,Seguros Comerciales,CARDIF,CARDIF,57.444,0.309,6.473,206.799,94.557
7729,20191101,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1710.649,12642.056,7747.962,1403.027,3273.477
7730,20191101,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4243.154,30225.886,17153.923,4328.893,3914.776
7731,20191101,SOAT,Seguros Comerciales,CARDIF,CARDIF,-756.811,0.0,0.0,742.73,14.069
7732,20191101,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,5257.016,42951.378,25201.81,629600.836,733379.12
7733,20191201,Hogar,Seguros Comerciales,CARDIF,CARDIF,12.261,-10.95,251.278,8.599,61.766
7734,20191201,SOAT,Seguros Comerciales,CARDIF,CARDIF,-709.208,0.0,0.0,1214.976,-505.776
7735,20191201,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1710.628,13442.64,10207.133,-1528.235,7024.277
7736,20191201,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,5710.337,41860.635,28182.499,-164542.692,-7784205.238
7737,20191201,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-8.187,5.892,-2.113,1203.927,240.606
7738,20191201,Desempleo,Seguros Comerciales,CARDIF,CARDIF,4704.842,28423.055,17726.202,-1352.807,9426.11
7739,20200101,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1726.017,14147.213,9871.944,1613.626,3557.536
7740,20200101,Hogar,Seguros Comerciales,CARDIF,CARDIF,4.967,111.906,281.79,-53.688,84.514
7741,20200101,Automoviles,Seguros Comerciales,CARDIF,CARDIF,10.206,4.805,1.463,-1450.959,882.415
7742,20200101,Desempleo,Seguros Comerciales,CARDIF,CARDIF,5929.984,30444.661,17743.133,611.851,4855.726
7743,20200101,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,7756.557,44708.584,27898.33,205610.634,852234.829
7744,20200201,Desempleo,Seguros Comerciales,CARDIF,CARDIF,3614.1,29562.726,18555.031,2407.516,6243.74
7745,20200201,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-6.446,0.174,-0.318,1402.852,-713.202
7746,20200201,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,5312.303,44990.01,28107.089,247037.887,1320771.105
7747,20200201,Hogar,Seguros Comerciales,CARDIF,CARDIF,22.526,287.456,243.658,176.901,-5.249
7748,20200201,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1508.691,15139.654,9308.718,177.102,6845.277
7749,20200301,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1412.434,14518.752,9915.628,-961.652,7136.909
7750,20200301,Automoviles,Seguros Comerciales,CARDIF,CARDIF,-3.783,5.567,-0.126,971.025,-35.932
7751,20200301,Desempleo,Seguros Comerciales,CARDIF,CARDIF,7480.575,29934.033,20829.755,-8330.092,12280.939
7752,20200301,Total ramos de daños,Seguros Comerciales,CARDIF,CARDIF,8992.373,44707.56,30997.795,-923741.869,1945540.44
7753,20200301,Hogar,Seguros Comerciales,CARDIF,CARDIF,46.243,249.208,252.538,85.246,54.192
7754,20200401,Sustracción,Seguros Comerciales,CARDIF,CARDIF,1538.777,11721.647,6329.151,2788.42,2066.597
7755,20200401,Automoviles,Seguros Comerciales,CARDIF,CARDIF,0.591,5.262,6.622,-838.442,379.992
7756,20200401,Hogar,Seguros Comerciales,CARDIF,CARDIF,59.543,-390.473,230.795,-537.239,54.262
